"","Age","Job","Marital.Status","Education","Credit","Balance..euros.","Housing.Loan","Personal.Loan","Contact","Last.Contact.Day","Last.Contact.Month","Last.Contact.Duration","Campaign","Pdays","Previous","Poutcome","Subscription"
"40875",36,"admin.","married","tertiary","no",29,"no","no","cellular",12,"aug",576,1,-1,0,"unknown","1"
"40876",35,"housemaid","married","tertiary","no",11219,"no","no","cellular",12,"aug",699,2,79,1,"failure","0"
"40877",57,"admin.","single","secondary","no",2223,"no","no","cellular",12,"aug",1064,1,-1,0,"unknown","1"
"40878",40,"admin.","married","secondary","no",3138,"no","no","cellular",12,"aug",238,1,-1,0,"unknown","0"
"40879",41,"management","married","tertiary","no",27696,"no","no","cellular",12,"aug",147,2,104,1,"failure","1"
"40880",59,"technician","married","secondary","no",116,"no","no","cellular",12,"aug",398,4,422,3,"failure","1"
"40881",30,"management","single","tertiary","no",280,"no","no","cellular",12,"aug",100,1,-1,0,"unknown","0"
"40882",28,"unemployed","single","secondary","no",16,"no","no","cellular",12,"aug",119,4,-1,0,"unknown","0"
"40883",53,"services","married","secondary","no",341,"no","no","cellular",12,"aug",90,2,104,2,"success","0"
"40884",37,"admin.","married","secondary","no",3420,"no","no","telephone",12,"aug",92,1,-1,0,"unknown","0"
"40885",36,"management","married","tertiary","no",2987,"yes","no","cellular",12,"aug",307,1,-1,0,"unknown","1"
"40886",47,"technician","married","tertiary","no",2408,"no","no","cellular",12,"aug",236,1,104,1,"success","0"
"40887",61,"management","single","tertiary","no",2,"no","no","cellular",12,"aug",131,1,114,3,"failure","1"
"40890",51,"retired","divorced","secondary","no",1679,"no","no","cellular",12,"aug",417,1,365,9,"other","1"
"40891",37,"admin.","single","tertiary","no",3954,"yes","no","cellular",12,"aug",87,1,117,2,"failure","0"
"40893",34,"technician","married","secondary","no",256,"yes","no","cellular",12,"aug",201,2,267,1,"failure","0"
"40894",34,"management","single","tertiary","no",48,"yes","no","cellular",12,"aug",810,3,93,6,"failure","1"
"40895",43,"management","single","tertiary","no",1806,"yes","no","cellular",12,"aug",161,2,-1,0,"unknown","0"
"40896",35,"management","married","tertiary","no",2088,"yes","no","cellular",12,"aug",94,1,51,3,"failure","0"
"40897",82,"retired","married","secondary","no",0,"no","no","telephone",12,"aug",150,2,-1,0,"unknown","0"
"40898",32,"services","married","secondary","no",386,"no","no","cellular",12,"aug",305,3,104,1,"failure","0"
"40900",43,"management","married","tertiary","no",422,"no","no","cellular",12,"aug",110,1,-1,0,"unknown","0"
"40901",58,"blue-collar","divorced","primary","no",1299,"no","no","cellular",12,"aug",58,1,-1,0,"unknown","0"
"40902",64,"blue-collar","married","primary","no",1904,"no","no","telephone",12,"aug",67,2,-1,0,"unknown","0"
"40905",58,"services","divorced","secondary","no",462,"no","no","cellular",12,"aug",332,1,-1,0,"unknown","1"
"40907",33,"student","married","tertiary","no",476,"yes","no","cellular",12,"aug",113,1,-1,0,"unknown","0"
"40908",69,"retired","married","primary","no",324,"no","no","cellular",12,"aug",875,1,189,4,"success","0"
"40909",33,"blue-collar","single","secondary","no",498,"no","no","cellular",12,"aug",338,2,104,1,"success","1"
"40910",23,"technician","single","tertiary","no",1502,"no","no","cellular",12,"aug",96,1,-1,0,"unknown","0"
"40913",34,"unemployed","single","tertiary","no",415,"no","no","cellular",12,"aug",123,1,-1,0,"unknown","0"
"40914",76,"retired","divorced","primary","no",86,"no","no","cellular",12,"aug",192,1,-1,0,"unknown","0"
"40916",69,"retired","married","primary","no",279,"no","no","telephone",12,"aug",26,1,-1,0,"unknown","0"
"40918",43,"technician","married","tertiary","no",2643,"no","no","cellular",12,"aug",188,3,100,5,"success","1"
"40921",30,"blue-collar","single","primary","no",334,"no","no","cellular",12,"aug",188,1,-1,0,"unknown","0"
"40922",64,"retired","married","secondary","no",1370,"no","no","cellular",12,"aug",174,1,-1,0,"unknown","0"
"40923",44,"self-employed","married","unknown","no",163,"yes","no","cellular",12,"aug",44,1,100,3,"success","0"
"40926",34,"services","married","secondary","no",1337,"no","no","cellular",12,"aug",255,2,104,1,"success","1"
"40927",25,"management","single","tertiary","no",2305,"no","no","cellular",12,"aug",222,2,104,2,"failure","0"
"40928",19,"student","single","primary","no",56,"no","no","cellular",12,"aug",246,1,-1,0,"unknown","0"
"40929",44,"technician","married","tertiary","no",1818,"yes","yes","cellular",12,"aug",120,1,104,1,"failure","0"
"40930",46,"unemployed","married","secondary","no",1040,"no","no","telephone",12,"aug",542,1,78,5,"failure","0"
"40931",26,"management","single","tertiary","no",1643,"no","no","cellular",12,"aug",243,1,-1,0,"unknown","0"
"40935",26,"student","single","secondary","no",374,"no","no","telephone",12,"aug",478,2,-1,0,"unknown","0"
"40936",31,"management","married","tertiary","no",1812,"no","no","cellular",12,"aug",112,1,104,1,"success","0"
"40937",36,"technician","married","secondary","no",2474,"yes","no","cellular",12,"aug",107,1,-1,0,"unknown","0"
"40939",30,"unemployed","single","tertiary","no",1159,"no","no","cellular",12,"aug",95,1,68,1,"success","0"
"40940",32,"self-employed","divorced","tertiary","no",3271,"no","no","cellular",12,"aug",162,1,100,3,"success","0"
"40941",35,"services","married","unknown","no",618,"no","no","cellular",12,"aug",293,1,104,1,"success","1"
"40942",32,"technician","single","tertiary","no",1246,"yes","no","cellular",12,"aug",68,1,104,3,"success","0"
"40943",43,"technician","single","secondary","no",451,"no","no","cellular",12,"aug",289,2,-1,0,"unknown","1"
"40944",62,"management","married","tertiary","no",10373,"no","no","cellular",12,"aug",344,3,-1,0,"unknown","0"
"40946",61,"management","married","secondary","no",1471,"no","no","cellular",12,"aug",331,2,-1,0,"unknown","0"
"40948",74,"retired","married","primary","no",0,"no","no","telephone",13,"aug",562,2,-1,0,"unknown","1"
"40951",47,"services","married","secondary","no",4,"no","no","cellular",13,"aug",73,2,105,6,"success","0"
"40952",32,"technician","single","tertiary","no",696,"no","yes","cellular",13,"aug",101,4,105,4,"failure","0"
"40953",38,"blue-collar","married","secondary","no",1165,"yes","no","cellular",13,"aug",784,3,94,10,"failure","1"
"40955",77,"retired","married","tertiary","no",699,"no","no","cellular",13,"aug",425,2,-1,0,"unknown","1"
"40958",71,"retired","married","secondary","no",3,"no","no","cellular",13,"aug",1175,3,189,1,"other","0"
"40959",32,"management","single","tertiary","no",2465,"no","no","cellular",13,"aug",414,1,-1,0,"unknown","1"
"40960",32,"management","married","tertiary","no",1388,"yes","no","cellular",13,"aug",102,1,105,1,"success","0"
"40961",32,"admin.","single","secondary","no",5,"yes","yes","cellular",13,"aug",200,1,127,1,"failure","0"
"40962",29,"admin.","single","tertiary","no",41,"yes","no","cellular",13,"aug",148,2,-1,0,"unknown","1"
"40963",40,"technician","married","tertiary","no",99,"no","no","cellular",13,"aug",220,2,364,2,"failure","0"
"40966",30,"management","married","tertiary","no",802,"yes","no","cellular",13,"aug",105,1,-1,0,"unknown","0"
"40967",69,"housemaid","single","unknown","no",2493,"no","no","cellular",13,"aug",368,1,-1,0,"unknown","0"
"40969",36,"technician","married","tertiary","no",341,"no","no","cellular",13,"aug",282,1,-1,0,"unknown","1"
"40970",50,"services","married","secondary","no",3169,"no","no","cellular",13,"aug",399,1,430,1,"failure","1"
"40971",51,"retired","married","secondary","no",2281,"no","no","cellular",13,"aug",164,1,-1,0,"unknown","0"
"40972",44,"technician","divorced","secondary","no",14,"no","no","cellular",13,"aug",234,1,-1,0,"unknown","1"
"40973",71,"retired","married","secondary","no",1651,"no","no","cellular",13,"aug",791,2,-1,0,"unknown","0"
"40976",36,"technician","married","tertiary","no",1109,"no","no","cellular",13,"aug",328,2,-1,0,"unknown","0"
"40977",66,"retired","married","secondary","no",4785,"no","no","cellular",13,"aug",72,3,-1,0,"unknown","0"
"40979",77,"retired","married","secondary","no",610,"no","no","cellular",13,"aug",766,3,-1,0,"unknown","0"
"40980",60,"retired","married","secondary","no",523,"no","no","cellular",13,"aug",192,3,-1,0,"unknown","1"
"40981",33,"admin.","married","secondary","no",1604,"no","no","cellular",13,"aug",78,2,-1,0,"unknown","0"
"40982",33,"management","married","tertiary","no",641,"yes","no","cellular",13,"aug",347,2,-1,0,"unknown","0"
"40983",23,"student","single","secondary","no",431,"no","no","cellular",13,"aug",496,2,-1,0,"unknown","1"
"40984",34,"management","married","tertiary","no",39,"no","no","cellular",13,"aug",160,1,-1,0,"unknown","0"
"40987",33,"management","single","secondary","no",2859,"yes","no","cellular",13,"aug",105,1,-1,0,"unknown","0"
"40988",76,"retired","married","primary","no",3324,"no","no","cellular",13,"aug",227,2,192,1,"failure","1"
"40990",37,"management","single","tertiary","no",8066,"no","no","telephone",13,"aug",57,1,-1,0,"unknown","0"
"40992",24,"student","single","secondary","no",0,"no","no","cellular",13,"aug",74,2,-1,0,"unknown","0"
"40993",24,"student","single","secondary","no",382,"no","no","cellular",13,"aug",103,1,105,2,"success","0"
"40995",42,"management","single","tertiary","no",3371,"yes","yes","cellular",13,"aug",284,1,92,2,"failure","0"
"40997",29,"management","married","tertiary","no",30,"no","no","cellular",13,"aug",83,1,105,1,"failure","0"
"40998",21,"management","single","secondary","no",691,"no","no","cellular",13,"aug",219,1,101,2,"other","0"
"41000",35,"admin.","single","tertiary","no",5007,"yes","no","cellular",13,"aug",73,1,112,2,"other","0"
"41001",28,"technician","single","secondary","no",113,"no","no","cellular",13,"aug",204,3,105,1,"failure","1"
"41002",34,"technician","married","tertiary","no",3160,"yes","no","cellular",13,"aug",726,1,-1,0,"unknown","0"
"41003",27,"admin.","single","secondary","no",4590,"yes","no","cellular",13,"aug",75,1,442,2,"failure","0"
"41004",35,"technician","married","secondary","no",1368,"no","no","cellular",13,"aug",159,2,78,3,"success","0"
"41005",48,"self-employed","married","secondary","no",1559,"no","no","cellular",13,"aug",344,1,190,2,"failure","0"
"41007",54,"technician","married","secondary","no",473,"no","yes","cellular",13,"aug",112,1,-1,0,"unknown","0"
"41008",74,"retired","divorced","primary","no",166,"no","no","cellular",13,"aug",99,1,-1,0,"unknown","0"
"41010",48,"self-employed","married","tertiary","no",3118,"no","no","cellular",13,"aug",371,2,-1,0,"unknown","0"
"41011",26,"technician","single","tertiary","no",-67,"yes","no","cellular",13,"aug",143,1,90,1,"success","0"
"41013",57,"housemaid","divorced","primary","no",1198,"no","no","cellular",13,"aug",146,1,-1,0,"unknown","0"
"41015",34,"management","single","tertiary","no",13014,"no","no","cellular",13,"aug",738,1,-1,0,"unknown","1"
"41016",30,"admin.","single","tertiary","no",305,"no","no","cellular",13,"aug",75,1,105,3,"success","0"
"41017",56,"retired","married","primary","no",9367,"no","no","cellular",13,"aug",320,2,101,2,"success","1"
"41018",35,"admin.","single","tertiary","no",4233,"no","no","cellular",13,"aug",135,2,-1,0,"unknown","0"
"41020",30,"management","single","tertiary","no",499,"yes","no","cellular",13,"aug",92,2,90,1,"failure","0"
"41021",45,"management","single","tertiary","no",2067,"yes","no","cellular",13,"aug",393,2,462,1,"success","1"
"41022",36,"technician","single","secondary","no",376,"no","no","cellular",13,"aug",479,1,-1,0,"unknown","1"
"41028",33,"blue-collar","married","secondary","no",5164,"no","no","cellular",13,"aug",238,2,265,1,"failure","0"
"41029",33,"management","married","tertiary","no",3363,"yes","yes","cellular",13,"aug",158,1,-1,0,"unknown","0"
"41031",49,"technician","married","tertiary","no",1235,"no","no","cellular",13,"aug",354,3,-1,0,"unknown","1"
"41032",29,"housemaid","single","tertiary","no",453,"no","no","cellular",13,"aug",126,2,-1,0,"unknown","0"
"41034",33,"admin.","married","secondary","no",1737,"no","no","cellular",14,"aug",228,2,106,2,"failure","0"
"41036",37,"services","married","secondary","no",775,"no","no","cellular",14,"aug",150,2,-1,0,"unknown","1"
"41037",74,"retired","married","tertiary","no",6027,"no","no","cellular",14,"aug",233,2,-1,0,"unknown","0"
"41040",35,"management","single","tertiary","no",18111,"no","no","cellular",14,"aug",172,4,-1,0,"unknown","1"
"41041",59,"unemployed","divorced","secondary","no",2026,"no","no","cellular",14,"aug",185,3,73,1,"failure","0"
"41043",21,"student","single","secondary","no",6844,"no","no","cellular",14,"aug",126,3,127,7,"other","0"
"41045",29,"unemployed","single","secondary","no",486,"no","no","telephone",14,"aug",151,1,106,1,"failure","0"
"41046",43,"unemployed","married","secondary","no",775,"no","no","cellular",14,"aug",98,1,106,1,"failure","0"
"41047",45,"management","married","tertiary","no",1433,"no","no","cellular",14,"aug",117,1,-1,0,"unknown","0"
"41048",46,"unemployed","single","tertiary","no",44,"no","no","cellular",14,"aug",225,1,-1,0,"unknown","1"
"41053",47,"unemployed","married","secondary","no",926,"no","no","cellular",14,"aug",436,1,403,5,"success","1"
"41054",63,"retired","divorced","secondary","no",4833,"no","no","cellular",14,"aug",415,1,-1,0,"unknown","0"
"41055",59,"management","divorced","tertiary","no",3368,"no","no","cellular",14,"aug",260,1,-1,0,"unknown","0"
"41057",36,"management","married","primary","no",1506,"no","no","cellular",14,"aug",326,3,-1,0,"unknown","1"
"41058",19,"student","single","unknown","no",60,"no","no","cellular",14,"aug",253,1,-1,0,"unknown","0"
"41059",28,"admin.","single","tertiary","no",373,"yes","no","cellular",14,"aug",78,1,79,4,"other","0"
"41060",26,"technician","single","tertiary","no",777,"yes","no","cellular",14,"aug",260,2,463,1,"failure","0"
"41061",37,"management","married","tertiary","no",332,"yes","no","cellular",14,"aug",190,2,84,7,"failure","0"
"41062",64,"retired","married","tertiary","no",846,"no","no","cellular",14,"aug",107,3,-1,0,"unknown","0"
"41064",22,"student","single","secondary","no",47,"no","no","cellular",14,"aug",236,2,-1,0,"unknown","0"
"41065",38,"technician","divorced","secondary","no",902,"yes","no","cellular",14,"aug",108,1,102,4,"success","0"
"41066",37,"student","single","unknown","no",444,"no","no","cellular",14,"aug",137,1,102,5,"success","1"
"41067",62,"management","married","tertiary","no",557,"no","no","cellular",14,"aug",185,1,-1,0,"unknown","1"
"41068",29,"student","single","unknown","no",145,"no","no","cellular",14,"aug",105,1,-1,0,"unknown","0"
"41069",26,"blue-collar","single","secondary","no",535,"no","no","cellular",14,"aug",125,1,-1,0,"unknown","1"
"41070",72,"retired","single","tertiary","no",614,"no","no","cellular",14,"aug",553,1,-1,0,"unknown","0"
"41071",45,"management","married","tertiary","no",2671,"no","no","cellular",14,"aug",94,4,-1,0,"unknown","1"
"41072",33,"management","married","tertiary","no",271,"yes","no","cellular",14,"aug",801,2,-1,0,"unknown","1"
"41073",63,"technician","married","secondary","no",896,"yes","no","cellular",14,"aug",276,2,-1,0,"unknown","1"
"41074",23,"blue-collar","married","secondary","no",272,"no","no","cellular",14,"aug",100,2,-1,0,"unknown","1"
"41075",57,"retired","married","secondary","no",479,"no","no","telephone",14,"aug",82,2,-1,0,"unknown","0"
"41078",25,"management","single","tertiary","no",528,"no","no","cellular",14,"aug",201,1,-1,0,"unknown","1"
"41079",32,"technician","married","tertiary","no",2976,"yes","no","cellular",14,"aug",88,5,-1,0,"unknown","0"
"41081",44,"management","married","tertiary","no",226,"yes","no","cellular",14,"aug",190,3,270,3,"failure","1"
"41082",32,"management","single","tertiary","no",12607,"no","no","cellular",14,"aug",203,5,84,1,"failure","0"
"41083",33,"unemployed","single","tertiary","no",1974,"no","no","cellular",14,"aug",498,2,191,1,"failure","1"
"41084",39,"entrepreneur","married","tertiary","no",942,"yes","no","cellular",14,"aug",880,3,267,1,"other","1"
"41085",36,"technician","single","secondary","no",1228,"yes","no","cellular",14,"aug",153,2,102,3,"success","0"
"41086",46,"blue-collar","married","unknown","no",336,"yes","no","cellular",14,"aug",260,3,457,1,"other","1"
"41087",41,"admin.","divorced","secondary","no",220,"yes","no","cellular",14,"aug",142,2,88,2,"failure","0"
"41088",32,"blue-collar","single","secondary","no",551,"yes","no","cellular",14,"aug",99,3,-1,0,"unknown","0"
"41090",25,"student","single","secondary","no",4147,"no","no","cellular",14,"aug",211,3,-1,0,"unknown","1"
"41091",35,"management","single","tertiary","no",7218,"no","no","cellular",14,"aug",224,3,-1,0,"unknown","0"
"41092",54,"technician","married","secondary","no",0,"no","no","telephone",14,"aug",159,2,106,6,"success","0"
"41093",39,"technician","married","tertiary","no",11766,"yes","no","cellular",14,"aug",313,4,102,5,"failure","0"
"41094",35,"technician","married","secondary","no",1577,"yes","yes","cellular",17,"aug",80,1,273,1,"failure","0"
"41095",32,"technician","married","tertiary","no",8023,"no","no","cellular",17,"aug",219,1,84,2,"failure","0"
"41099",27,"admin.","single","secondary","no",1123,"no","no","cellular",17,"aug",75,1,-1,0,"unknown","0"
"41100",73,"retired","married","tertiary","no",2575,"no","no","cellular",17,"aug",152,1,-1,0,"unknown","0"
"41103",70,"entrepreneur","married","tertiary","no",15265,"no","no","cellular",17,"aug",551,2,-1,0,"unknown","0"
"41104",57,"management","married","secondary","no",139,"no","no","cellular",17,"aug",80,1,-1,0,"unknown","0"
"41106",31,"management","single","tertiary","no",1441,"no","no","cellular",17,"aug",156,1,-1,0,"unknown","0"
"41107",56,"blue-collar","married","secondary","no",241,"yes","no","cellular",17,"aug",97,2,-1,0,"unknown","0"
"41108",36,"services","single","tertiary","no",1189,"no","no","cellular",17,"aug",220,1,-1,0,"unknown","1"
"41109",34,"technician","single","secondary","no",1227,"no","no","telephone",17,"aug",122,1,109,1,"other","0"
"41110",26,"student","single","secondary","no",0,"no","no","cellular",17,"aug",237,1,82,2,"failure","0"
"41111",30,"admin.","married","tertiary","no",591,"yes","no","cellular",17,"aug",115,1,-1,0,"unknown","0"
"41112",29,"student","single","unknown","no",7585,"no","no","telephone",17,"aug",123,1,-1,0,"unknown","0"
"41113",26,"management","single","tertiary","no",948,"yes","no","cellular",17,"aug",125,1,-1,0,"unknown","0"
"41116",35,"management","single","tertiary","no",431,"no","no","cellular",17,"aug",343,2,397,1,"failure","1"
"41118",58,"management","married","tertiary","no",1394,"no","no","cellular",17,"aug",628,1,83,1,"other","0"
"41119",39,"management","single","tertiary","no",763,"no","no","cellular",17,"aug",192,1,-1,0,"unknown","0"
"41120",36,"admin.","married","secondary","no",953,"yes","no","cellular",17,"aug",80,1,81,2,"failure","0"
"41122",62,"retired","married","secondary","no",1495,"no","no","cellular",17,"aug",606,1,196,1,"success","1"
"41123",26,"management","single","tertiary","no",828,"yes","no","cellular",17,"aug",156,1,199,1,"failure","1"
"41124",67,"retired","married","primary","no",585,"no","no","cellular",17,"aug",109,1,-1,0,"unknown","0"
"41125",36,"management","single","tertiary","no",609,"no","no","cellular",18,"aug",33,2,-1,0,"unknown","0"
"41126",24,"technician","married","secondary","no",556,"yes","no","cellular",18,"aug",460,2,-1,0,"unknown","1"
"41128",61,"management","married","secondary","no",1128,"no","no","cellular",18,"aug",243,2,-1,0,"unknown","0"
"41130",71,"retired","married","unknown","no",1741,"no","no","cellular",18,"aug",177,1,-1,0,"unknown","0"
"41132",55,"management","married","tertiary","no",12972,"no","no","telephone",18,"aug",205,1,-1,0,"unknown","1"
"41133",58,"technician","married","tertiary","no",883,"no","no","cellular",18,"aug",543,1,78,2,"failure","0"
"41134",37,"management","married","tertiary","no",3794,"no","no","cellular",18,"aug",147,1,379,1,"failure","0"
"41135",22,"student","single","secondary","no",948,"no","no","telephone",18,"aug",215,1,197,2,"failure","1"
"41136",30,"student","single","secondary","no",48,"no","no","cellular",18,"aug",161,1,173,1,"failure","1"
"41137",79,"housemaid","married","primary","no",0,"no","no","cellular",18,"aug",90,1,-1,0,"unknown","0"
"41139",39,"services","single","secondary","no",445,"no","no","telephone",18,"aug",108,1,-1,0,"unknown","0"
"41140",55,"technician","divorced","tertiary","no",0,"no","no","cellular",18,"aug",237,1,-1,0,"unknown","1"
"41141",35,"management","divorced","tertiary","no",3751,"yes","no","cellular",18,"aug",210,2,124,2,"failure","0"
"41142",32,"technician","married","tertiary","no",2688,"no","no","cellular",18,"aug",101,1,-1,0,"unknown","0"
"41144",34,"housemaid","married","tertiary","no",0,"no","no","cellular",18,"aug",148,1,84,2,"failure","1"
"41145",64,"retired","married","secondary","no",4083,"no","no","cellular",18,"aug",117,1,-1,0,"unknown","0"
"41146",65,"retired","married","secondary","no",3812,"no","no","cellular",18,"aug",363,1,-1,0,"unknown","0"
"41147",31,"management","married","tertiary","no",537,"yes","no","cellular",18,"aug",216,1,-1,0,"unknown","1"
"41148",55,"technician","married","secondary","no",1938,"no","yes","cellular",18,"aug",193,1,386,3,"success","1"
"41149",34,"management","single","tertiary","no",5,"no","no","cellular",18,"aug",370,2,-1,0,"unknown","1"
"41150",49,"technician","single","secondary","no",9131,"yes","no","cellular",18,"aug",532,1,461,5,"failure","1"
"41151",49,"entrepreneur","single","tertiary","no",2209,"no","no","cellular",18,"aug",307,1,-1,0,"unknown","0"
"41153",60,"management","married","secondary","no",0,"no","no","telephone",18,"aug",280,3,-1,0,"unknown","0"
"41154",67,"retired","divorced","tertiary","no",443,"no","no","cellular",18,"aug",441,1,-1,0,"unknown","1"
"41155",49,"management","married","tertiary","no",629,"no","no","cellular",19,"aug",431,4,-1,0,"unknown","0"
"41157",67,"retired","married","unknown","no",6320,"no","no","telephone",19,"aug",578,2,-1,0,"unknown","0"
"41159",58,"retired","married","tertiary","no",0,"no","no","cellular",19,"aug",207,4,-1,0,"unknown","0"
"41160",43,"admin.","married","secondary","no",132,"no","no","cellular",19,"aug",574,1,84,3,"success","1"
"41161",63,"retired","married","secondary","no",1612,"no","no","cellular",19,"aug",399,2,183,2,"success","0"
"41162",22,"admin.","single","secondary","no",4111,"no","yes","cellular",19,"aug",65,1,-1,0,"unknown","0"
"41163",89,"retired","married","tertiary","no",553,"no","no","telephone",19,"aug",2027,5,-1,0,"unknown","0"
"41164",26,"management","single","tertiary","no",3704,"no","no","cellular",19,"aug",238,4,-1,0,"unknown","1"
"41165",35,"technician","single","tertiary","no",2658,"yes","no","cellular",19,"aug",768,2,141,3,"failure","1"
"41166",25,"technician","single","tertiary","no",3411,"no","no","cellular",19,"aug",225,2,-1,0,"unknown","1"
"41167",38,"admin.","divorced","secondary","no",407,"yes","yes","cellular",19,"aug",89,1,-1,0,"unknown","0"
"41168",51,"management","married","tertiary","no",0,"yes","yes","cellular",19,"aug",263,1,84,1,"other","0"
"41171",42,"management","married","tertiary","no",976,"no","no","cellular",19,"aug",164,1,-1,0,"unknown","1"
"41172",76,"retired","married","tertiary","no",0,"no","no","telephone",19,"aug",170,1,-1,0,"unknown","0"
"41173",29,"management","single","tertiary","no",2531,"no","no","cellular",19,"aug",634,1,-1,0,"unknown","1"
"41174",32,"management","married","tertiary","no",1270,"no","no","cellular",19,"aug",232,3,-1,0,"unknown","1"
"41175",30,"management","single","tertiary","no",5359,"no","no","cellular",19,"aug",145,1,84,2,"success","1"
"41176",39,"technician","single","tertiary","no",139,"no","no","telephone",19,"aug",328,1,79,1,"failure","0"
"41177",38,"technician","married","secondary","no",10596,"no","no","cellular",19,"aug",195,1,197,4,"other","1"
"41178",36,"admin.","single","secondary","no",5871,"no","no","cellular",19,"aug",321,2,-1,0,"unknown","0"
"41180",81,"retired","married","secondary","no",1,"no","no","cellular",19,"aug",65,5,-1,0,"unknown","0"
"41181",22,"student","single","tertiary","no",691,"no","no","cellular",19,"aug",338,1,-1,0,"unknown","1"
"41182",34,"management","married","tertiary","no",4859,"no","no","cellular",20,"aug",262,2,112,2,"failure","0"
"41184",74,"retired","married","primary","no",10253,"no","no","telephone",20,"aug",84,1,-1,0,"unknown","0"
"41185",25,"entrepreneur","single","tertiary","no",347,"no","no","cellular",20,"aug",267,1,-1,0,"unknown","1"
"41186",34,"self-employed","single","tertiary","no",9962,"no","no","cellular",20,"aug",474,1,-1,0,"unknown","1"
"41189",63,"retired","married","primary","no",0,"no","no","cellular",20,"aug",110,2,-1,0,"unknown","0"
"41191",51,"blue-collar","married","secondary","no",1797,"yes","no","cellular",20,"aug",168,1,-1,0,"unknown","0"
"41192",33,"management","single","tertiary","no",8514,"no","no","cellular",20,"aug",131,1,-1,0,"unknown","0"
"41193",28,"student","single","secondary","no",1925,"no","no","cellular",20,"aug",147,1,90,1,"failure","0"
"41196",50,"management","married","tertiary","no",24,"no","no","cellular",20,"aug",157,1,-1,0,"unknown","0"
"41197",24,"student","single","secondary","no",228,"no","no","cellular",20,"aug",99,1,79,1,"failure","0"
"41198",73,"retired","married","unknown","no",519,"no","no","telephone",20,"aug",91,1,-1,0,"unknown","0"
"41199",35,"management","single","tertiary","no",1756,"no","no","cellular",20,"aug",195,1,-1,0,"unknown","1"
"41200",45,"housemaid","married","secondary","no",4068,"no","no","cellular",20,"aug",184,1,-1,0,"unknown","1"
"41203",48,"management","divorced","tertiary","no",1010,"yes","no","cellular",20,"aug",65,1,-1,0,"unknown","0"
"41205",34,"admin.","married","secondary","no",1406,"yes","no","cellular",20,"aug",63,2,85,1,"success","1"
"41206",34,"technician","married","tertiary","no",197,"no","no","cellular",20,"aug",78,3,-1,0,"unknown","1"
"41207",37,"admin.","single","secondary","no",781,"no","no","cellular",20,"aug",75,1,-1,0,"unknown","0"
"41209",42,"management","married","primary","no",5310,"yes","no","cellular",20,"aug",273,1,90,3,"success","1"
"41210",21,"student","single","secondary","no",1746,"no","no","cellular",21,"aug",487,2,-1,0,"unknown","0"
"41211",20,"student","single","secondary","no",215,"no","no","cellular",21,"aug",228,4,183,1,"other","1"
"41212",60,"admin.","married","secondary","no",106,"no","no","cellular",21,"aug",216,3,91,1,"success","1"
"41213",60,"housemaid","divorced","secondary","no",2063,"no","no","cellular",21,"aug",54,5,86,3,"failure","0"
"41214",25,"student","single","secondary","no",3090,"no","no","cellular",21,"aug",139,1,-1,0,"unknown","0"
"41215",39,"management","married","secondary","no",18,"yes","no","cellular",21,"aug",102,1,91,1,"failure","0"
"41217",47,"management","married","tertiary","no",0,"no","yes","cellular",21,"aug",374,1,-1,0,"unknown","1"
"41218",52,"admin.","divorced","secondary","no",363,"yes","no","cellular",21,"aug",168,1,462,1,"success","1"
"41219",64,"retired","divorced","secondary","no",630,"no","no","cellular",21,"aug",97,1,-1,0,"unknown","0"
"41220",31,"management","married","tertiary","no",1251,"no","no","cellular",21,"aug",282,1,197,5,"failure","0"
"41221",61,"admin.","married","secondary","no",1046,"yes","no","cellular",21,"aug",158,1,-1,0,"unknown","1"
"41222",25,"student","single","secondary","no",469,"no","no","cellular",21,"aug",273,1,86,1,"other","1"
"41224",34,"admin.","married","tertiary","no",10,"no","no","cellular",21,"aug",90,1,91,1,"failure","0"
"41225",37,"admin.","married","secondary","no",1314,"yes","no","cellular",21,"aug",200,1,91,10,"failure","0"
"41226",53,"technician","married","tertiary","no",0,"yes","no","cellular",21,"aug",53,1,-1,0,"unknown","0"
"41227",39,"admin.","married","unknown","no",3252,"no","no","cellular",21,"aug",298,1,-1,0,"unknown","0"
"41228",65,"retired","married","secondary","no",2326,"no","yes","cellular",21,"aug",276,1,-1,0,"unknown","1"
"41229",50,"technician","married","secondary","no",3370,"no","no","cellular",21,"aug",531,2,80,2,"success","1"
"41230",27,"student","single","tertiary","no",5741,"no","no","cellular",21,"aug",72,1,88,1,"failure","0"
"41231",22,"student","single","secondary","no",144,"no","no","cellular",21,"aug",116,1,-1,0,"unknown","1"
"41232",43,"admin.","single","secondary","no",733,"yes","no","cellular",21,"aug",126,1,88,4,"success","1"
"41233",59,"management","married","tertiary","no",474,"no","no","cellular",21,"aug",252,1,-1,0,"unknown","1"
"41235",53,"retired","divorced","tertiary","no",-309,"yes","no","cellular",21,"aug",343,2,428,2,"success","1"
"41236",28,"student","single","tertiary","no",3733,"yes","no","cellular",21,"aug",419,5,91,7,"success","0"
"41239",32,"admin.","married","tertiary","no",227,"no","no","cellular",21,"aug",148,2,-1,0,"unknown","0"
"41240",57,"management","married","tertiary","no",16,"no","no","cellular",21,"aug",200,3,-1,0,"unknown","0"
"41241",28,"blue-collar","married","secondary","no",61,"yes","no","cellular",21,"aug",744,1,109,3,"success","1"
